subpanel,model,encoding,gamma,coupling_strength,primary_quantity,primary_mean,primary_sd,secondary_quantity,secondary_mean,secondary_sd,rho_sweep,rho_fixed,rho_fixed_ci_low,rho_fixed_ci_high
a,CV-QRC,Global,3,2.154434690031882,C_mix,4.966131308787852,0.23932440338139435,squeezing,2.5065926065697615,0.064999113965447095,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,4.6415888336127722,C_mix,5.163285905489956,0.29037723898610424,squeezing,2.77167218348607,0.033159478386755162,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
a,CV-QRC,Global,3,10,C_mix,5.0912127896033779,0.24613866771858317,squeezing,2.8999434999717222,0.015544190122753876,0.99298245614035086,-0.1692525040358635,-0.27584420562544471,-0.058548603996304897
b,DV-QRC,Local,10,1.0000000000000001e-05,NRMSE_one_step,0.083459744036204417,0.0072381608511902064,negativity,4.2073788234580537e-07,5.4098999136700667e-09,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,2.1544346900318823e-05,NRMSE_one_step,0.081836009969795412,0.00545090511959773,negativity,4.2114727001282999e-07,4.2253796068312835e-09,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,4.6415888336127818e-05,NRMSE_one_step,0.080631954576090958,0.00018743668699062861,negativity,4.2219202019147552e-07,5.3155503159379084e-09,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,0.0001,NRMSE_one_step,0.080183574932423674,0.0013815993008101301,negativity,4.2804416474311299e-07,8.6264915267682976e-09,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,0.00021544346900318823,NRMSE_one_step,0.064953483125148107,0.0084598767391867603,negativity,4.4667977709577429e-07,2.5485778849907323e-08,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,0.00046415888336127773,NRMSE_one_step,0.053983084874349482,0.0066025170894339841,negativity,5.3873729999609869e-07,9.850799304951732e-08,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,0.001,NRMSE_one_step,0.049819266247397853,0.004112744933859571,negativity,9.3357409410604237e-07,3.7721620973109695e-07,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,0.0021544346900318821,NRMSE_one_step,0.047791127133719649,0.0036254368919646745,negativity,2.8583982913847002e-06,1.2614532136246077e-06,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,0.0046415888336127772,NRMSE_one_step,0.046874693026756634,0.003148535790507044,negativity,1.3207673112337069e-05,3.6763819011229142e-06,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,0.01,NRMSE_one_step,0.046315545091199825,0.0023722611808985007,negativity,7.1463211999511929e-05,1.3018101370182052e-05,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
b,DV-QRC,Local,10,0.021544346900318822,NRMSE_one_step,0.045785014621501273,0.0017343451543171511,negativity,0.00041045662734718062,6.934025351366065e-05,0.86315789473684201,-0.25534476044277793,-0.41869343143410875,-0.075990730143988994
