model,encoding,gamma,encoding_strength,coupling_strength,NRMSE
DV-QRC,Local,10,0.01,0.046415888336127774,0.14096810567274629
DV-QRC,Local,10,0.01,0.10000000000000001,0.13203876630992778
DV-QRC,Local,10,0.01,0.21544346900318823,0.12601151652611114
DV-QRC,Local,10,0.01,0.46415888336127725,0.12160043586387506
DV-QRC,Local,10,0.01,1,0.11989812724793118
DV-QRC,Local,10,0.01,2.154434690031882,0.11895156745656835
DV-QRC,Local,10,0.01,4.6415888336127722,0.11682726475558305
DV-QRC,Local,10,0.01,10,0.13335592818820224
DV-QRC,Local,10,0.021544346900318822,1.0000000000000001e-05,0.17543641914485109
DV-QRC,Local,10,0.021544346900318822,2.1544346900318823e-05,0.17506148892682397
DV-QRC,Local,10,0.021544346900318822,4.6415888336127818e-05,0.1748308595873716
DV-QRC,Local,10,0.021544346900318822,0.0001,0.17460797191648658
DV-QRC,Local,10,0.021544346900318822,0.00021544346900318823,0.174166736378536
DV-QRC,Local,10,0.021544346900318822,0.00046415888336127773,0.17342867527499392
DV-QRC,Local,10,0.021544346900318822,0.001,0.16550235276879288
DV-QRC,Local,10,0.021544346900318822,0.0021544346900318821,0.15955453753299717
DV-QRC,Local,10,0.021544346900318822,0.0046415888336127772,0.15347646819524741
DV-QRC,Local,10,0.021544346900318822,0.01,0.14456886446498696
DV-QRC,Local,10,0.021544346900318822,0.021544346900318822,0.13670071032234427
DV-QRC,Local,10,0.021544346900318822,0.046415888336127774,0.1280516713053895
DV-QRC,Local,10,0.021544346900318822,0.10000000000000001,0.12207911694056257
DV-QRC,Local,10,0.021544346900318822,0.21544346900318823,0.1180932770702899
DV-QRC,Local,10,0.021544346900318822,0.46415888336127725,0.11673466699652672
DV-QRC,Local,10,0.021544346900318822,1,0.11579320664647134
DV-QRC,Local,10,0.021544346900318822,2.154434690031882,0.11317608305597693
DV-QRC,Local,10,0.021544346900318822,4.6415888336127722,0.1125503602223052
DV-QRC,Local,10,0.021544346900318822,10,0.12083494816265838
DV-QRC,Local,10,0.046415888336127774,1.0000000000000001e-05,0.16812499566793174
