model,encoding,gamma,encoding_strength,coupling_strength,NRMSE
DV-QRC,Clustered,5,0.01,0.001,0.091559127783477606
DV-QRC,Clustered,5,0.01,0.0021544346900318821,0.091618297729568185
DV-QRC,Clustered,5,0.01,0.0046415888336127772,0.09077594843870776
DV-QRC,Clustered,5,0.01,0.01,0.091454028931534981
DV-QRC,Clustered,5,0.01,0.021544346900318822,0.095328078121030113
DV-QRC,Clustered,5,0.01,0.046415888336127774,0.094327862689822656
DV-QRC,Clustered,5,0.01,0.10000000000000001,0.094070227820120603
DV-QRC,Clustered,5,0.01,0.21544346900318823,0.097129633001284355
DV-QRC,Clustered,5,0.01,0.46415888336127725,0.096657121896887854
DV-QRC,Clustered,5,0.01,1,0.099538666384494545
DV-QRC,Clustered,5,0.01,2.154434690031882,0.10141375749465198
DV-QRC,Clustered,5,0.01,4.6415888336127722,0.11573073024521847
DV-QRC,Clustered,5,0.01,10,0.12922357441383051
DV-QRC,Clustered,5,0.021544346900318822,1.0000000000000001e-05,0.075802316867608188
DV-QRC,Clustered,5,0.021544346900318822,2.1544346900318823e-05,0.076332944634782907
DV-QRC,Clustered,5,0.021544346900318822,4.6415888336127818e-05,0.076566797971305806
DV-QRC,Clustered,5,0.021544346900318822,0.0001,0.076535995811053553
DV-QRC,Clustered,5,0.021544346900318822,0.00021544346900318823,0.076548568965333699
DV-QRC,Clustered,5,0.021544346900318822,0.00046415888336127773,0.076788027611498971
DV-QRC,Clustered,5,0.021544346900318822,0.001,0.075626537944510533
DV-QRC,Clustered,5,0.021544346900318822,0.0021544346900318821,0.071366564087877643
DV-QRC,Clustered,5,0.021544346900318822,0.0046415888336127772,0.067661130064252381
DV-QRC,Clustered,5,0.021544346900318822,0.01,0.067829793223764701
DV-QRC,Clustered,5,0.021544346900318822,0.021544346900318822,0.074649428896058384
DV-QRC,Clustered,5,0.021544346900318822,0.046415888336127774,0.081069647566469283
DV-QRC,Clustered,5,0.021544346900318822,0.10000000000000001,0.082191088363708503
DV-QRC,Clustered,5,0.021544346900318822,0.21544346900318823,0.087363299061650732
DV-QRC,Clustered,5,0.021544346900318822,0.46415888336127725,0.091652448832501135
DV-QRC,Clustered,5,0.021544346900318822,1,0.092944125017796919
DV-QRC,Clustered,5,0.021544346900318822,2.154434690031882,0.095579346455190936
DV-QRC,Clustered,5,0.021544346900318822,4.6415888336127722,0.097550166121588539
DV-QRC,Clustered,5,0.021544346900318822,10,0.11457756962516123
DV-QRC,Clustered,5,0.046415888336127774,1.0000000000000001e-05,0.068691609504404449
DV-QRC,Clustered,5,0.046415888336127774,2.1544346900318823e-05,0.069475971192923522
DV-QRC,Clustered,5,0.046415888336127774,4.6415888336127818e-05,0.06989190986712937
DV-QRC,Clustered,5,0.046415888336127774,0.0001,0.069972132431981152
DV-QRC,Clustered,5,0.046415888336127774,0.00021544346900318823,0.069982787912362829
DV-QRC,Clustered,5,0.046415888336127774,0.00046415888336127773,0.069483774178986366
DV-QRC,Clustered,5,0.046415888336127774,0.001,0.066774342495238753
DV-QRC,Clustered,5,0.046415888336127774,0.0021544346900318821,0.061108621771145878
DV-QRC,Clustered,5,0.046415888336127774,0.0046415888336127772,0.055136471009377283
DV-QRC,Clustered,5,0.046415888336127774,0.01,0.054524090462610787
DV-QRC,Clustered,5,0.046415888336127774,0.021544346900318822,0.058765592252928503
DV-QRC,Clustered,5,0.046415888336127774,0.046415888336127774,0.063379765876836344
DV-QRC,Clustered,5,0.046415888336127774,0.10000000000000001,0.070652709854898521
DV-QRC,Clustered,5,0.046415888336127774,0.21544346900318823,0.075014105814555115
DV-QRC,Clustered,5,0.046415888336127774,0.46415888336127725,0.080396850185508323
DV-QRC,Clustered,5,0.046415888336127774,1,0.083526316128132175
DV-QRC,Clustered,5,0.046415888336127774,2.154434690031882,0.085989047830109133
DV-QRC,Clustered,5,0.046415888336127774,4.6415888336127722,0.086823470101649397
DV-QRC,Clustered,5,0.046415888336127774,10,0.092084936639751702
DV-QRC,Clustered,5,0.10000000000000001,1.0000000000000001e-05,0.063723691111193373
DV-QRC,Clustered,5,0.10000000000000001,2.1544346900318823e-05,0.063442220226189824
DV-QRC,Clustered,5,0.10000000000000001,4.6415888336127818e-05,0.063528716697978466
DV-QRC,Clustered,5,0.10000000000000001,0.0001,0.063670833443624883
DV-QRC,Clustered,5,0.10000000000000001,0.00021544346900318823,0.063636720242029307
DV-QRC,Clustered,5,0.10000000000000001,0.00046415888336127773,0.063614711042471073
DV-QRC,Clustered,5,0.10000000000000001,0.001,0.062063358357153528
DV-QRC,Clustered,5,0.10000000000000001,0.0021544346900318821,0.058076951003962249
DV-QRC,Clustered,5,0.10000000000000001,0.0046415888336127772,0.052864127838038746
DV-QRC,Clustered,5,0.10000000000000001,0.01,0.049240551760110114
DV-QRC,Clustered,5,0.10000000000000001,0.021544346900318822,0.048753233873499509
DV-QRC,Clustered,5,0.10000000000000001,0.046415888336127774,0.051457965121267782
DV-QRC,Clustered,5,0.10000000000000001,0.10000000000000001,0.055333747508049258
DV-QRC,Clustered,5,0.10000000000000001,0.21544346900318823,0.061233195941553256
DV-QRC,Clustered,5,0.10000000000000001,0.46415888336127725,0.066955057626677944
DV-QRC,Clustered,5,0.10000000000000001,1,0.069505597964853144
DV-QRC,Clustered,5,0.10000000000000001,2.154434690031882,0.073457869311960411
DV-QRC,Clustered,5,0.10000000000000001,4.6415888336127722,0.072122936636399765
DV-QRC,Clustered,5,0.10000000000000001,10,0.074753307204218244
DV-QRC,Clustered,5,0.21544346900318823,1.0000000000000001e-05,0.061891159858917279
DV-QRC,Clustered,5,0.21544346900318823,2.1544346900318823e-05,0.061814403185806832
DV-QRC,Clustered,5,0.21544346900318823,4.6415888336127818e-05,0.061633324220303855
DV-QRC,Clustered,5,0.21544346900318823,0.0001,0.06141087876692998
DV-QRC,Clustered,5,0.21544346900318823,0.00021544346900318823,0.061190897027733594
DV-QRC,Clustered,5,0.21544346900318823,0.00046415888336127773,0.060806173311999522
DV-QRC,Clustered,5,0.21544346900318823,0.001,0.060464307439057494
DV-QRC,Clustered,5,0.21544346900318823,0.0021544346900318821,0.055865014662908399
DV-QRC,Clustered,5,0.21544346900318823,0.0046415888336127772,0.050578983848559279
DV-QRC,Clustered,5,0.21544346900318823,0.01,0.046415571834992217
DV-QRC,Clustered,5,0.21544346900318823,0.021544346900318822,0.044046506150143432
DV-QRC,Clustered,5,0.21544346900318823,0.046415888336127774,0.044721647905471819
DV-QRC,Clustered,5,0.21544346900318823,0.10000000000000001,0.046349712920655796
DV-QRC,Clustered,5,0.21544346900318823,0.21544346900318823,0.049827591633401183
DV-QRC,Clustered,5,0.21544346900318823,0.46415888336127725,0.055085161278849916
DV-QRC,Clustered,5,0.21544346900318823,1,0.057490703704402832
DV-QRC,Clustered,5,0.21544346900318823,2.154434690031882,0.06105069668542059
DV-QRC,Clustered,5,0.21544346900318823,4.6415888336127722,0.059994470696744774
DV-QRC,Clustered,5,0.21544346900318823,10,0.061257856449394452
DV-QRC,Clustered,5,0.46415888336127775,1.0000000000000001e-05,0.066091673939650208
DV-QRC,Clustered,5,0.46415888336127775,2.1544346900318823e-05,0.066086417913007817
DV-QRC,Clustered,5,0.46415888336127775,4.6415888336127818e-05,0.06607835892993312
DV-QRC,Clustered,5,0.46415888336127775,0.0001,0.066071846426812769
DV-QRC,Clustered,5,0.46415888336127775,0.00021544346900318823,0.066090749571962495
DV-QRC,Clustered,5,0.46415888336127775,0.00046415888336127773,0.065579890457603346
DV-QRC,Clustered,5,0.46415888336127775,0.001,0.064387926311557181
DV-QRC,Clustered,5,0.46415888336127775,0.0021544346900318821,0.058268653739247965
DV-QRC,Clustered,5,0.46415888336127775,0.0046415888336127772,0.052235100076385779
DV-QRC,Clustered,5,0.46415888336127775,0.01,0.048500513370425304
DV-QRC,Clustered,5,0.46415888336127775,0.021544346900318822,0.044916348360216157
DV-QRC,Clustered,5,0.46415888336127775,0.046415888336127774,0.043143742429540582
DV-QRC,Clustered,5,0.46415888336127775,0.10000000000000001,0.042910894920619842
DV-QRC,Clustered,5,0.46415888336127775,0.21544346900318823,0.04427951810257854
DV-QRC,Clustered,5,0.46415888336127775,0.46415888336127725,0.04693876242460298
DV-QRC,Clustered,5,0.46415888336127775,1,0.050077080954135419
DV-QRC,Clustered,5,0.46415888336127775,2.154434690031882,0.052724832630703003
DV-QRC,Clustered,5,0.46415888336127775,4.6415888336127722,0.053467135190017757
DV-QRC,Clustered,5,0.46415888336127775,10,0.056110945974334137
DV-QRC,Clustered,5,1,1.0000000000000001e-05,0.069552493230815887
DV-QRC,Clustered,5,1,2.1544346900318823e-05,0.069583473153755321
DV-QRC,Clustered,5,1,4.6415888336127818e-05,0.069650929230641534
DV-QRC,Clustered,5,1,0.0001,0.069799028187352494
DV-QRC,Clustered,5,1,0.00021544346900318823,0.070058721081610931
DV-QRC,Clustered,5,1,0.00046415888336127773,0.070007263513222937
DV-QRC,Clustered,5,1,0.001,0.06910039832366377
DV-QRC,Clustered,5,1,0.0021544346900318821,0.065075544581876699
DV-QRC,Clustered,5,1,0.0046415888336127772,0.060765676407520806
DV-QRC,Clustered,5,1,0.01,0.054782537754463567
DV-QRC,Clustered,5,1,0.021544346900318822,0.047544583042035869
DV-QRC,Clustered,5,1,0.046415888336127774,0.042592057642433193
DV-QRC,Clustered,5,1,0.10000000000000001,0.040473347642984055
DV-QRC,Clustered,5,1,0.21544346900318823,0.040190751353578892
DV-QRC,Clustered,5,1,0.46415888336127725,0.04125400659716786
DV-QRC,Clustered,5,1,1,0.043934403594701701
DV-QRC,Clustered,5,1,2.154434690031882,0.046918199293654421
DV-QRC,Clustered,5,1,4.6415888336127722,0.049396082925081443
DV-QRC,Clustered,5,1,10,0.048027905657371951
DV-QRC,Global,3,0.0001,1.0000000000000001e-05,0.095038801326091021
DV-QRC,Global,3,0.0001,2.1544346900318823e-05,0.095648859532592459
DV-QRC,Global,3,0.0001,4.6415888336127818e-05,0.097461916350463113
DV-QRC,Global,3,0.0001,0.0001,0.10002714952745095
DV-QRC,Global,3,0.0001,0.00021544346900318823,0.10436025983259703
DV-QRC,Global,3,0.0001,0.00046415888336127773,0.10997074685576122
DV-QRC,Global,3,0.0001,0.001,0.11587266509968874
DV-QRC,Global,3,0.0001,0.0021544346900318821,0.12298796584519364
DV-QRC,Global,3,0.0001,0.0046415888336127772,0.12917187599843927
DV-QRC,Global,3,0.0001,0.01,0.13660700943286588
DV-QRC,Global,3,0.0001,0.021544346900318822,0.14565046269291468
DV-QRC,Global,3,0.0001,0.046415888336127774,0.15208548350110154
DV-QRC,Global,3,0.0001,0.10000000000000001,0.16000279961778854
DV-QRC,Global,3,0.0001,0.21544346900318823,0.17141909496148802
DV-QRC,Global,3,0.0001,0.46415888336127725,0.18424203070714387
DV-QRC,Global,3,0.0001,1,0.19925140650908141
DV-QRC,Global,3,0.0001,2.154434690031882,0.2212949972334734
DV-QRC,Global,3,0.0001,4.6415888336127722,0.25415587505161996
DV-QRC,Global,3,0.0001,10,0.25792870345405372
DV-QRC,Global,3,0.00021544346900318845,1.0000000000000001e-05,0.093206214111242511
DV-QRC,Global,3,0.00021544346900318845,2.1544346900318823e-05,0.093964711341963242
DV-QRC,Global,3,0.00021544346900318845,4.6415888336127818e-05,0.094954070239866489
DV-QRC,Global,3,0.00021544346900318845,0.0001,0.096421472160577323
DV-QRC,Global,3,0.00021544346900318845,0.00021544346900318823,0.099445598750017253
DV-QRC,Global,3,0.00021544346900318845,0.00046415888336127773,0.10325405253789335
DV-QRC,Global,3,0.00021544346900318845,0.001,0.10850599580362626
DV-QRC,Global,3,0.00021544346900318845,0.0021544346900318821,0.11371303159400414
DV-QRC,Global,3,0.00021544346900318845,0.0046415888336127772,0.12091756586341644
DV-QRC,Global,3,0.00021544346900318845,0.01,0.12889804055552351
DV-QRC,Global,3,0.00021544346900318845,0.021544346900318822,0.13661522403341914
DV-QRC,Global,3,0.00021544346900318845,0.046415888336127774,0.14466509895958352
DV-QRC,Global,3,0.00021544346900318845,0.10000000000000001,0.15291735880706431
DV-QRC,Global,3,0.00021544346900318845,0.21544346900318823,0.15930701369412609
DV-QRC,Global,3,0.00021544346900318845,0.46415888336127725,0.16764894333513655
DV-QRC,Global,3,0.00021544346900318845,1,0.17777346572484937
DV-QRC,Global,3,0.00021544346900318845,2.154434690031882,0.21353934937415558
DV-QRC,Global,3,0.00021544346900318845,4.6415888336127722,0.24599192320915725
DV-QRC,Global,3,0.00021544346900318845,10,0.25494136645634707
DV-QRC,Global,3,0.00046415888336127773,1.0000000000000001e-05,0.091975388672049768
DV-QRC,Global,3,0.00046415888336127773,2.1544346900318823e-05,0.091743211188427279
DV-QRC,Global,3,0.00046415888336127773,4.6415888336127818e-05,0.092517332976759376
DV-QRC,Global,3,0.00046415888336127773,0.0001,0.093589894299322116
DV-QRC,Global,3,0.00046415888336127773,0.00021544346900318823,0.095312690697866811
DV-QRC,Global,3,0.00046415888336127773,0.00046415888336127773,0.098237768062467243
DV-QRC,Global,3,0.00046415888336127773,0.001,0.10234696685852993
DV-QRC,Global,3,0.00046415888336127773,0.0021544346900318821,0.10754726908045582
DV-QRC,Global,3,0.00046415888336127773,0.0046415888336127772,0.11369860023938605
DV-QRC,Global,3,0.00046415888336127773,0.01,0.12075777184533416
DV-QRC,Global,3,0.00046415888336127773,0.021544346900318822,0.1281114211151384
DV-QRC,Global,3,0.00046415888336127773,0.046415888336127774,0.13593386876748245
DV-QRC,Global,3,0.00046415888336127773,0.10000000000000001,0.14353064354250439
DV-QRC,Global,3,0.00046415888336127773,0.21544346900318823,0.15176019735358415
DV-QRC,Global,3,0.00046415888336127773,0.46415888336127725,0.15892325642046107
DV-QRC,Global,3,0.00046415888336127773,1,0.16259649793846037
DV-QRC,Global,3,0.00046415888336127773,2.154434690031882,0.18733099729951228
DV-QRC,Global,3,0.00046415888336127773,4.6415888336127722,0.23987904940503896
DV-QRC,Global,3,0.00046415888336127773,10,0.23995348665617006
DV-QRC,Global,3,0.001,1.0000000000000001e-05,0.089664385457379925
DV-QRC,Global,3,0.001,2.1544346900318823e-05,0.089373139791821085
DV-QRC,Global,3,0.001,4.6415888336127818e-05,0.089248116731547172
DV-QRC,Global,3,0.001,0.0001,0.090094093256914948
DV-QRC,Global,3,0.001,0.00021544346900318823,0.091068584084773654
DV-QRC,Global,3,0.001,0.00046415888336127773,0.092426345930350068
DV-QRC,Global,3,0.001,0.001,0.09391946144583263
DV-QRC,Global,3,0.001,0.0021544346900318821,0.09662822749322944
DV-QRC,Global,3,0.001,0.0046415888336127772,0.10052775118929465
DV-QRC,Global,3,0.001,0.01,0.105022249644721
DV-QRC,Global,3,0.001,0.021544346900318822,0.11057802225114458
DV-QRC,Global,3,0.001,0.046415888336127774,0.117039860846797
DV-QRC,Global,3,0.001,0.10000000000000001,0.12447626596255365
DV-QRC,Global,3,0.001,0.21544346900318823,0.13174461436652701
DV-QRC,Global,3,0.001,0.46415888336127725,0.13919606132098752
DV-QRC,Global,3,0.001,1,0.13839387928576746
DV-QRC,Global,3,0.001,2.154434690031882,0.15522155362333553
DV-QRC,Global,3,0.001,4.6415888336127722,0.20086209837838692
DV-QRC,Global,3,0.001,10,0.21364050120699091
DV-QRC,Global,3,0.0021544346900318821,1.0000000000000001e-05,0.087411728720475146
DV-QRC,Global,3,0.0021544346900318821,2.1544346900318823e-05,0.087456227618811611
DV-QRC,Global,3,0.0021544346900318821,4.6415888336127818e-05,0.087500081408712238
DV-QRC,Global,3,0.0021544346900318821,0.0001,0.087515469307855948
DV-QRC,Global,3,0.0021544346900318821,0.00021544346900318823,0.088224365753158313
DV-QRC,Global,3,0.0021544346900318821,0.00046415888336127773,0.089261783646098172
DV-QRC,Global,3,0.0021544346900318821,0.001,0.090325401369611674
DV-QRC,Global,3,0.0021544346900318821,0.0021544346900318821,0.091048938639197385
DV-QRC,Global,3,0.0021544346900318821,0.0046415888336127772,0.09218596648049851
DV-QRC,Global,3,0.0021544346900318821,0.01,0.094471422137230629
DV-QRC,Global,3,0.0021544346900318821,0.021544346900318822,0.097470575307761945
DV-QRC,Global,3,0.0021544346900318821,0.046415888336127774,0.10159342585579281
DV-QRC,Global,3,0.0021544346900318821,0.10000000000000001,0.10756717466921788
DV-QRC,Global,3,0.0021544346900318821,0.21544346900318823,0.11333414123321825
DV-QRC,Global,3,0.0021544346900318821,0.46415888336127725,0.12125821328178674
DV-QRC,Global,3,0.0021544346900318821,1,0.12178118188970295
DV-QRC,Global,3,0.0021544346900318821,2.154434690031882,0.13228772606968783
DV-QRC,Global,3,0.0021544346900318821,4.6415888336127722,0.16311212864687569
DV-QRC,Global,3,0.0021544346900318821,10,0.18779294884327349
DV-QRC,Global,3,0.0046415888336127772,1.0000000000000001e-05,0.085618098086357702
DV-QRC,Global,3,0.0046415888336127772,2.1544346900318823e-05,0.085623665798511633
DV-QRC,Global,3,0.0046415888336127772,4.6415888336127818e-05,0.085606816011187387
DV-QRC,Global,3,0.0046415888336127772,0.0001,0.085614240830789196
DV-QRC,Global,3,0.0046415888336127772,0.00021544346900318823,0.085750580605082324
DV-QRC,Global,3,0.0046415888336127772,0.00046415888336127773,0.086180993353540652
DV-QRC,Global,3,0.0046415888336127772,0.001,0.087133945833590826
DV-QRC,Global,3,0.0046415888336127772,0.0021544346900318821,0.088254334499491868
DV-QRC,Global,3,0.0046415888336127772,0.0046415888336127772,0.088965798280410208
DV-QRC,Global,3,0.0046415888336127772,0.01,0.089931155548253622
DV-QRC,Global,3,0.0046415888336127772,0.021544346900318822,0.091609668584534579
DV-QRC,Global,3,0.0046415888336127772,0.046415888336127774,0.09443531284044536
DV-QRC,Global,3,0.0046415888336127772,0.10000000000000001,0.09933272223575082
DV-QRC,Global,3,0.0046415888336127772,0.21544346900318823,0.10373609899911529
DV-QRC,Global,3,0.0046415888336127772,0.46415888336127725,0.10933636835460363
DV-QRC,Global,3,0.0046415888336127772,1,0.11128439417882205
DV-QRC,Global,3,0.0046415888336127772,2.154434690031882,0.12453838690507232
DV-QRC,Global,3,0.0046415888336127772,4.6415888336127722,0.13196297272757931
DV-QRC,Global,3,0.0046415888336127772,10,0.15768196673117357
DV-QRC,Global,3,0.01,1.0000000000000001e-05,0.085002670661424223
DV-QRC,Global,3,0.01,2.1544346900318823e-05,0.084999298933685116
DV-QRC,Global,3,0.01,4.6415888336127818e-05,0.085009976854413402
DV-QRC,Global,3,0.01,0.0001,0.085035932049259022
DV-QRC,Global,3,0.01,0.00021544346900318823,0.085012076688882027
DV-QRC,Global,3,0.01,0.00046415888336127773,0.085089819137581707
DV-QRC,Global,3,0.01,0.001,0.085319710639813182
DV-QRC,Global,3,0.01,0.0021544346900318821,0.086101354918309989
DV-QRC,Global,3,0.01,0.0046415888336127772,0.087158087225355479
DV-QRC,Global,3,0.01,0.01,0.088304755939323715
DV-QRC,Global,3,0.01,0.021544346900318822,0.089811174484034292
DV-QRC,Global,3,0.01,0.046415888336127774,0.091893232422949361
DV-QRC,Global,3,0.01,0.10000000000000001,0.093713726630225772
DV-QRC,Global,3,0.01,0.21544346900318823,0.097209893923674476
DV-QRC,Global,3,0.01,0.46415888336127725,0.099704712280513863
DV-QRC,Global,3,0.01,1,0.10163049543273046
DV-QRC,Global,3,0.01,2.154434690031882,0.10517300954323816
DV-QRC,Global,3,0.01,4.6415888336127722,0.11411936896252226
DV-QRC,Global,3,0.01,10,0.13078965244404722
DV-QRC,Global,3,0.021544346900318822,1.0000000000000001e-05,0.084690224791364371
DV-QRC,Global,3,0.021544346900318822,2.1544346900318823e-05,0.084704605630372548
DV-QRC,Global,3,0.021544346900318822,4.6415888336127818e-05,0.084729008309637477
DV-QRC,Global,3,0.021544346900318822,0.0001,0.084715122459851896
DV-QRC,Global,3,0.021544346900318822,0.00021544346900318823,0.08469443479901026
DV-QRC,Global,3,0.021544346900318822,0.00046415888336127773,0.084672330587176076
DV-QRC,Global,3,0.021544346900318822,0.001,0.084680647317163099
DV-QRC,Global,3,0.021544346900318822,0.0021544346900318821,0.084700312416532489
DV-QRC,Global,3,0.021544346900318822,0.0046415888336127772,0.084965189263828941
DV-QRC,Global,3,0.021544346900318822,0.01,0.085151543344062913
DV-QRC,Global,3,0.021544346900318822,0.021544346900318822,0.085952713816533646
DV-QRC,Global,3,0.021544346900318822,0.046415888336127774,0.087954541264287631
DV-QRC,Global,3,0.021544346900318822,0.10000000000000001,0.090439255742643748
DV-QRC,Global,3,0.021544346900318822,0.21544346900318823,0.092306630994990257
DV-QRC,Global,3,0.021544346900318822,0.46415888336127725,0.09262071983454126
DV-QRC,Global,3,0.021544346900318822,1,0.093624911855440113
DV-QRC,Global,3,0.021544346900318822,2.154434690031882,0.093915167944990732
DV-QRC,Global,3,0.021544346900318822,4.6415888336127722,0.096009542117001495
DV-QRC,Global,3,0.021544346900318822,10,0.11369923828956882
DV-QRC,Global,3,0.046415888336127774,1.0000000000000001e-05,0.08055623152178365
DV-QRC,Global,3,0.046415888336127774,2.1544346900318823e-05,0.080538030368681332
DV-QRC,Global,3,0.046415888336127774,4.6415888336127818e-05,0.080550638383231912
DV-QRC,Global,3,0.046415888336127774,0.0001,0.08054236167971307
DV-QRC,Global,3,0.046415888336127774,0.00021544346900318823,0.080543698995333118
DV-QRC,Global,3,0.046415888336127774,0.00046415888336127773,0.080542252573290701
DV-QRC,Global,3,0.046415888336127774,0.001,0.0805141423283596
DV-QRC,Global,3,0.046415888336127774,0.0021544346900318821,0.080477652269229011
DV-QRC,Global,3,0.046415888336127774,0.0046415888336127772,0.080464363756436105
DV-QRC,Global,3,0.046415888336127774,0.01,0.080540571271718861
DV-QRC,Global,3,0.046415888336127774,0.021544346900318822,0.080871423227380251
DV-QRC,Global,3,0.046415888336127774,0.046415888336127774,0.081451671841341153
DV-QRC,Global,3,0.046415888336127774,0.10000000000000001,0.082953436786181181
DV-QRC,Global,3,0.046415888336127774,0.21544346900318823,0.084484306934881501
DV-QRC,Global,3,0.046415888336127774,0.46415888336127725,0.082999024401442995
DV-QRC,Global,3,0.046415888336127774,1,0.085641210523187669
DV-QRC,Global,3,0.046415888336127774,2.154434690031882,0.083640493909249977
DV-QRC,Global,3,0.046415888336127774,4.6415888336127722,0.086372614174228132
DV-QRC,Global,3,0.046415888336127774,10,0.097738267342558652
DV-QRC,Global,3,0.10000000000000001,1.0000000000000001e-05,0.069646158422964205
DV-QRC,Global,3,0.10000000000000001,2.1544346900318823e-05,0.069646878439065446
DV-QRC,Global,3,0.10000000000000001,4.6415888336127818e-05,0.069646260750899677
DV-QRC,Global,3,0.10000000000000001,0.0001,0.069659272220550433
DV-QRC,Global,3,0.10000000000000001,0.00021544346900318823,0.06966029540219669
DV-QRC,Global,3,0.10000000000000001,0.00046415888336127773,0.069674867656216069
DV-QRC,Global,3,0.10000000000000001,0.001,0.069711179532557163
DV-QRC,Global,3,0.10000000000000001,0.0021544346900318821,0.069785598650702524
DV-QRC,Global,3,0.10000000000000001,0.0046415888336127772,0.069913465414367645
DV-QRC,Global,3,0.10000000000000001,0.01,0.070115063869538169
DV-QRC,Global,3,0.10000000000000001,0.021544346900318822,0.070584663711260182
DV-QRC,Global,3,0.10000000000000001,0.046415888336127774,0.071553750725639548
DV-QRC,Global,3,0.10000000000000001,0.10000000000000001,0.072645173540664104
DV-QRC,Global,3,0.10000000000000001,0.21544346900318823,0.073120423290515088
DV-QRC,Global,3,0.10000000000000001,0.46415888336127725,0.073165194453046006
DV-QRC,Global,3,0.10000000000000001,1,0.076512804055117775
DV-QRC,Global,3,0.10000000000000001,2.154434690031882,0.074873401587086455
DV-QRC,Global,3,0.10000000000000001,4.6415888336127722,0.074772660139415928
DV-QRC,Global,3,0.10000000000000001,10,0.076126481023245526
DV-QRC,Global,3,0.21544346900318823,1.0000000000000001e-05,0.059781107436244395
DV-QRC,Global,3,0.21544346900318823,2.1544346900318823e-05,0.059781025601741887
DV-QRC,Global,3,0.21544346900318823,4.6415888336127818e-05,0.059779830433107792
DV-QRC,Global,3,0.21544346900318823,0.0001,0.059777495039291098
DV-QRC,Global,3,0.21544346900318823,0.00021544346900318823,0.059778454188459208
DV-QRC,Global,3,0.21544346900318823,0.00046415888336127773,0.059776001422372438
DV-QRC,Global,3,0.21544346900318823,0.001,0.059771920695880242
DV-QRC,Global,3,0.21544346900318823,0.0021544346900318821,0.059762064969515097
DV-QRC,Global,3,0.21544346900318823,0.0046415888336127772,0.059746872546139952
DV-QRC,Global,3,0.21544346900318823,0.01,0.059730306135896825
DV-QRC,Global,3,0.21544346900318823,0.021544346900318822,0.059775808630265569
DV-QRC,Global,3,0.21544346900318823,0.046415888336127774,0.060373500862990925
DV-QRC,Global,3,0.21544346900318823,0.10000000000000001,0.060472738468052123
DV-QRC,Global,3,0.21544346900318823,0.21544346900318823,0.06059861960000177
DV-QRC,Global,3,0.21544346900318823,0.46415888336127725,0.062210832539855841
DV-QRC,Global,3,0.21544346900318823,1,0.063011624037915923
DV-QRC,Global,3,0.21544346900318823,2.154434690031882,0.067243739598489977
DV-QRC,Global,3,0.21544346900318823,4.6415888336127722,0.062746535790584063
DV-QRC,Global,3,0.21544346900318823,10,0.060877114226571785
DV-QRC,Global,3,0.46415888336127775,1.0000000000000001e-05,0.051356375924027461
DV-QRC,Global,3,0.46415888336127775,2.1544346900318823e-05,0.051356471289595584
DV-QRC,Global,3,0.46415888336127775,4.6415888336127818e-05,0.051356285324080722
DV-QRC,Global,3,0.46415888336127775,0.0001,0.051356325380957878
DV-QRC,Global,3,0.46415888336127775,0.00021544346900318823,0.051356899766159744
DV-QRC,Global,3,0.46415888336127775,0.00046415888336127773,0.051356778682964191
DV-QRC,Global,3,0.46415888336127775,0.001,0.051358039718615835
DV-QRC,Global,3,0.46415888336127775,0.0021544346900318821,0.051360361708630384
DV-QRC,Global,3,0.46415888336127775,0.0046415888336127772,0.051368382988262865
DV-QRC,Global,3,0.46415888336127775,0.01,0.051398092642330397
DV-QRC,Global,3,0.46415888336127775,0.021544346900318822,0.051621284721067438
DV-QRC,Global,3,0.46415888336127775,0.046415888336127774,0.052242305729800112
DV-QRC,Global,3,0.46415888336127775,0.10000000000000001,0.052377310005587582
DV-QRC,Global,3,0.46415888336127775,0.21544346900318823,0.052621470437590599
DV-QRC,Global,3,0.46415888336127775,0.46415888336127725,0.053046235644911822
DV-QRC,Global,3,0.46415888336127775,1,0.053794777497322276
DV-QRC,Global,3,0.46415888336127775,2.154434690031882,0.057318573086063931
DV-QRC,Global,3,0.46415888336127775,4.6415888336127722,0.054000839501400555
DV-QRC,Global,3,0.46415888336127775,10,0.053070947059775817
DV-QRC,Global,3,1,1.0000000000000001e-05,0.044743798424322773
DV-QRC,Global,3,1,2.1544346900318823e-05,0.044744034741021579
DV-QRC,Global,3,1,4.6415888336127818e-05,0.044744467237211032
DV-QRC,Global,3,1,0.0001,0.044745286904575368
DV-QRC,Global,3,1,0.00021544346900318823,0.044747169888723043
DV-QRC,Global,3,1,0.00046415888336127773,0.044751228516159237
DV-QRC,Global,3,1,0.001,0.044759801893549403
DV-QRC,Global,3,1,0.0021544346900318821,0.044777573892401286
DV-QRC,Global,3,1,0.0046415888336127772,0.044811824940464103
DV-QRC,Global,3,1,0.01,0.044865646122594194
DV-QRC,Global,3,1,0.021544346900318822,0.044984079883598795
DV-QRC,Global,3,1,0.046415888336127774,0.045410474890083222
DV-QRC,Global,3,1,0.10000000000000001,0.045671663198621468
DV-QRC,Global,3,1,0.21544346900318823,0.047085084860721584
DV-QRC,Global,3,1,0.46415888336127725,0.046687405071556373
DV-QRC,Global,3,1,1,0.047265124381275968
DV-QRC,Global,3,1,2.154434690031882,0.045379357051643532
DV-QRC,Global,3,1,4.6415888336127722,0.046385323509184465
