model,encoding,gamma,encoding_strength,coupling_strength,C_mix
DV-QRC,Clustered,4,0.021544346900318822,2.1544346900318823e-05,0.32710250033226385
DV-QRC,Clustered,4,0.021544346900318822,4.6415888336127818e-05,0.50174250454174996
DV-QRC,Clustered,4,0.021544346900318822,0.0001,0.71236967043938426
DV-QRC,Clustered,4,0.021544346900318822,0.00021544346900318823,1.0054955322138428
DV-QRC,Clustered,4,0.021544346900318822,0.00046415888336127773,1.3906658816281947
DV-QRC,Clustered,4,0.021544346900318822,0.001,1.814088761033531
DV-QRC,Clustered,4,0.021544346900318822,0.0021544346900318821,2.249833403843001
DV-QRC,Clustered,4,0.021544346900318822,0.0046415888336127772,2.6058619016302158
DV-QRC,Clustered,4,0.021544346900318822,0.01,2.8580303719683071
DV-QRC,Clustered,4,0.021544346900318822,0.021544346900318822,3.0294003761964907
DV-QRC,Clustered,4,0.021544346900318822,0.046415888336127774,3.1266502675101888
DV-QRC,Clustered,4,0.021544346900318822,0.10000000000000001,3.1664326448095879
DV-QRC,Clustered,4,0.021544346900318822,0.21544346900318823,3.16159487514425
DV-QRC,Clustered,4,0.021544346900318822,0.46415888336127725,3.4026762869669636
DV-QRC,Clustered,4,0.021544346900318822,1,3.6867945406029072
DV-QRC,Clustered,4,0.021544346900318822,2.154434690031882,3.7978267717464145
DV-QRC,Clustered,4,0.021544346900318822,4.6415888336127722,3.5971793548852924
DV-QRC,Clustered,4,0.021544346900318822,10,2.6154592407231307
DV-QRC,Clustered,4,0.046415888336127774,1.0000000000000001e-05,0.064015118055941095
DV-QRC,Clustered,4,0.046415888336127774,2.1544346900318823e-05,0.18454392304261638
DV-QRC,Clustered,4,0.046415888336127774,4.6415888336127818e-05,0.37061390516028686
DV-QRC,Clustered,4,0.046415888336127774,0.0001,0.5600686447129104
DV-QRC,Clustered,4,0.046415888336127774,0.00021544346900318823,0.79090912166030791
DV-QRC,Clustered,4,0.046415888336127774,0.00046415888336127773,1.1166273920518373
DV-QRC,Clustered,4,0.046415888336127774,0.001,1.5434712632137446
DV-QRC,Clustered,4,0.046415888336127774,0.0021544346900318821,2.021648738772198
DV-QRC,Clustered,4,0.046415888336127774,0.0046415888336127772,2.5092649458761036
DV-QRC,Clustered,4,0.046415888336127774,0.01,2.9011036374976849
DV-QRC,Clustered,4,0.046415888336127774,0.021544346900318822,3.137783013624766
DV-QRC,Clustered,4,0.046415888336127774,0.046415888336127774,3.2834935807804722
DV-QRC,Clustered,4,0.046415888336127774,0.10000000000000001,3.3636469459990708
DV-QRC,Clustered,4,0.046415888336127774,0.21544346900318823,3.4091014351554612
DV-QRC,Clustered,4,0.046415888336127774,0.46415888336127725,3.6205860782388917
DV-QRC,Clustered,4,0.046415888336127774,1,3.8611406959035395
DV-QRC,Clustered,4,0.046415888336127774,2.154434690031882,4.0018517688527382
DV-QRC,Clustered,4,0.046415888336127774,4.6415888336127722,3.9279871789670264
DV-QRC,Clustered,4,0.046415888336127774,10,3.0900061442625217
DV-QRC,Clustered,4,0.10000000000000001,1.0000000000000001e-05,0.016236634461560734
DV-QRC,Clustered,4,0.10000000000000001,2.1544346900318823e-05,0.065302564140043137
DV-QRC,Clustered,4,0.10000000000000001,4.6415888336127818e-05,0.19535637889754179
DV-QRC,Clustered,4,0.10000000000000001,0.0001,0.39455152403464339
DV-QRC,Clustered,4,0.10000000000000001,0.00021544346900318823,0.59226733972198109
DV-QRC,Clustered,4,0.10000000000000001,0.00046415888336127773,0.84047590592449506
DV-QRC,Clustered,4,0.10000000000000001,0.001,1.1765548360354676
DV-QRC,Clustered,4,0.10000000000000001,0.0021544346900318821,1.619048890074712
DV-QRC,Clustered,4,0.10000000000000001,0.0046415888336127772,2.1112287218409516
DV-QRC,Clustered,4,0.10000000000000001,0.01,2.6182920829257745
DV-QRC,Clustered,4,0.10000000000000001,0.021544346900318822,3.0194668839906513
DV-QRC,Clustered,4,0.10000000000000001,0.046415888336127774,3.2482295767047531
DV-QRC,Clustered,4,0.10000000000000001,0.10000000000000001,3.3950064969221039
DV-QRC,Clustered,4,0.10000000000000001,0.21544346900318823,3.4817572997019179
DV-QRC,Clustered,4,0.10000000000000001,0.46415888336127725,3.6660759944220183
DV-QRC,Clustered,4,0.10000000000000001,1,3.8810024112947481
DV-QRC,Clustered,4,0.10000000000000001,2.154434690031882,4.0780796030867297
DV-QRC,Clustered,4,0.10000000000000001,4.6415888336127722,3.9340426633007821
DV-QRC,Clustered,4,0.10000000000000001,10,3.2562297478716999
DV-QRC,Clustered,4,0.21544346900318823,1.0000000000000001e-05,0.0022326238566549475
DV-QRC,Clustered,4,0.21544346900318823,2.1544346900318823e-05,0.017561017388098822
DV-QRC,Clustered,4,0.21544346900318823,4.6415888336127818e-05,0.071336348014068601
DV-QRC,Clustered,4,0.21544346900318823,0.0001,0.2108083897775945
DV-QRC,Clustered,4,0.21544346900318823,0.00021544346900318823,0.41157769598615779
DV-QRC,Clustered,4,0.21544346900318823,0.00046415888336127773,0.60890202864915022
DV-QRC,Clustered,4,0.21544346900318823,0.001,0.84486408406627345
DV-QRC,Clustered,4,0.21544346900318823,0.0021544346900318821,1.1843403681851399
DV-QRC,Clustered,4,0.21544346900318823,0.0046415888336127772,1.6574802512494822
DV-QRC,Clustered,4,0.21544346900318823,0.01,2.1774090793500305
DV-QRC,Clustered,4,0.21544346900318823,0.021544346900318822,2.6965384283661353
DV-QRC,Clustered,4,0.21544346900318823,0.046415888336127774,3.0717363925380092
DV-QRC,Clustered,4,0.21544346900318823,0.10000000000000001,3.3032549819452752
DV-QRC,Clustered,4,0.21544346900318823,0.21544346900318823,3.4384941459004947
DV-QRC,Clustered,4,0.21544346900318823,0.46415888336127725,3.5969699272858455
DV-QRC,Clustered,4,0.21544346900318823,1,3.800079232533049
DV-QRC,Clustered,4,0.21544346900318823,2.154434690031882,3.9676031325490166
DV-QRC,Clustered,4,0.21544346900318823,4.6415888336127722,3.7778069931489062
DV-QRC,Clustered,4,0.21544346900318823,10,3.1982727283560712
DV-QRC,Clustered,4,0.46415888336127775,1.0000000000000001e-05,0.0019171282352547061
DV-QRC,Clustered,4,0.46415888336127775,2.1544346900318823e-05,0.011890680185771451
DV-QRC,Clustered,4,0.46415888336127775,4.6415888336127818e-05,0.048203104473476206
DV-QRC,Clustered,4,0.46415888336127775,0.0001,0.13070932864463303
DV-QRC,Clustered,4,0.46415888336127775,0.00021544346900318823,0.26692735614168961
DV-QRC,Clustered,4,0.46415888336127775,0.00046415888336127773,0.44594450343953757
DV-QRC,Clustered,4,0.46415888336127775,0.001,0.63958792736487124
DV-QRC,Clustered,4,0.46415888336127775,0.0021544346900318821,0.88485464549519299
DV-QRC,Clustered,4,0.46415888336127775,0.0046415888336127772,1.2571272618422218
DV-QRC,Clustered,4,0.46415888336127775,0.01,1.7429855353018489
DV-QRC,Clustered,4,0.46415888336127775,0.021544346900318822,2.2538883697135197
DV-QRC,Clustered,4,0.46415888336127775,0.046415888336127774,2.7090826506819643
DV-QRC,Clustered,4,0.46415888336127775,0.10000000000000001,3.0375466526736545
DV-QRC,Clustered,4,0.46415888336127775,0.21544346900318823,3.2231094301842504
DV-QRC,Clustered,4,0.46415888336127775,0.46415888336127725,3.3816420075078586
DV-QRC,Clustered,4,0.46415888336127775,1,3.5797674779395217
DV-QRC,Clustered,4,0.46415888336127775,2.154434690031882,3.7189268440978926
DV-QRC,Clustered,4,0.46415888336127775,4.6415888336127722,3.5401920928844595
DV-QRC,Clustered,4,0.46415888336127775,10,2.9867168996186702
DV-QRC,Clustered,4,1,1.0000000000000001e-05,0
DV-QRC,Clustered,4,1,2.1544346900318823e-05,0
DV-QRC,Clustered,4,1,4.6415888336127818e-05,0.0061162799038164397
DV-QRC,Clustered,4,1,0.0001,0.028000547804043312
DV-QRC,Clustered,4,1,0.00021544346900318823,0.093403145034974863
DV-QRC,Clustered,4,1,0.00046415888336127773,0.22333272636752274
DV-QRC,Clustered,4,1,0.001,0.41746631787452448
DV-QRC,Clustered,4,1,0.0021544346900318821,0.64253122912429694
DV-QRC,Clustered,4,1,0.0046415888336127772,0.92587897831883759
DV-QRC,Clustered,4,1,0.01,1.3089226546298578
DV-QRC,Clustered,4,1,0.021544346900318822,1.7709620582706576
DV-QRC,Clustered,4,1,0.046415888336127774,2.2009790391954613
DV-QRC,Clustered,4,1,0.10000000000000001,2.5419362509329289
DV-QRC,Clustered,4,1,0.21544346900318823,2.7599771852199591
DV-QRC,Clustered,4,1,0.46415888336127725,2.939696069951709
DV-QRC,Clustered,4,1,1,3.1691987723269452
DV-QRC,Clustered,4,1,2.154434690031882,3.3626064846182264
DV-QRC,Clustered,4,1,4.6415888336127722,3.2248329110430025
DV-QRC,Clustered,4,1,10,2.6469241675096606
DV-QRC,Global,3,0.0001,1.0000000000000001e-05,2.9236613770831394
DV-QRC,Global,3,0.0001,2.1544346900318823e-05,2.9223693613395763
DV-QRC,Global,3,0.0001,4.6415888336127818e-05,2.9193724197219844
DV-QRC,Global,3,0.0001,0.0001,2.910863799272271
DV-QRC,Global,3,0.0001,0.00021544346900318823,2.8843326604292203
DV-QRC,Global,3,0.0001,0.00046415888336127773,2.843017337968746
DV-QRC,Global,3,0.0001,0.001,2.7870484886430344
DV-QRC,Global,3,0.0001,0.0021544346900318821,2.7061822820800669
DV-QRC,Global,3,0.0001,0.0046415888336127772,2.6037802965719474
DV-QRC,Global,3,0.0001,0.01,2.5309576495185713
DV-QRC,Global,3,0.0001,0.021544346900318822,2.4924562566442758
DV-QRC,Global,3,0.0001,0.046415888336127774,2.4156102824216674
DV-QRC,Global,3,0.0001,0.10000000000000001,2.2121879657971526
DV-QRC,Global,3,0.0001,0.21544346900318823,1.7104559494655143
DV-QRC,Global,3,0.0001,0.46415888336127725,1.2022472621892148
DV-QRC,Global,3,0.0001,1,0.9840339636829214
DV-QRC,Global,3,0.0001,2.154434690031882,0.74421717222685113
DV-QRC,Global,3,0.0001,4.6415888336127722,0.12416391942997047
DV-QRC,Global,3,0.0001,10,0.10726514000417925
DV-QRC,Global,3,0.00021544346900318845,1.0000000000000001e-05,2.9328780539857986
DV-QRC,Global,3,0.00021544346900318845,2.1544346900318823e-05,2.9369569595800771
DV-QRC,Global,3,0.00021544346900318845,4.6415888336127818e-05,2.9372590729827004
DV-QRC,Global,3,0.00021544346900318845,0.0001,2.9364136837319603
DV-QRC,Global,3,0.00021544346900318845,0.00021544346900318823,2.9289424957828247
DV-QRC,Global,3,0.00021544346900318845,0.00046415888336127773,2.9083054942426663
DV-QRC,Global,3,0.00021544346900318845,0.001,2.8700758041682484
DV-QRC,Global,3,0.00021544346900318845,0.0021544346900318821,2.8196493991982452
DV-QRC,Global,3,0.00021544346900318845,0.0046415888336127772,2.7444389049527089
DV-QRC,Global,3,0.00021544346900318845,0.01,2.6467871086217807
DV-QRC,Global,3,0.00021544346900318845,0.021544346900318822,2.5635048254940309
DV-QRC,Global,3,0.00021544346900318845,0.046415888336127774,2.5077709356981659
DV-QRC,Global,3,0.00021544346900318845,0.10000000000000001,2.4133324664661715
DV-QRC,Global,3,0.00021544346900318845,0.21544346900318823,2.1532848258371411
DV-QRC,Global,3,0.00021544346900318845,0.46415888336127725,1.6242831091505661
DV-QRC,Global,3,0.00021544346900318845,1,1.3312226720954139
DV-QRC,Global,3,0.00021544346900318845,2.154434690031882,1.1225688562530214
DV-QRC,Global,3,0.00021544346900318845,4.6415888336127722,0.41516454880471598
DV-QRC,Global,3,0.00021544346900318845,10,0.40038889819410323
DV-QRC,Global,3,0.00046415888336127773,1.0000000000000001e-05,2.9442976934944531
DV-QRC,Global,3,0.00046415888336127773,2.1544346900318823e-05,2.9476960256849218
DV-QRC,Global,3,0.00046415888336127773,4.6415888336127818e-05,2.9513505025730664
DV-QRC,Global,3,0.00046415888336127773,0.0001,2.9531998873154719
DV-QRC,Global,3,0.00046415888336127773,0.00021544346900318823,2.953499011914472
DV-QRC,Global,3,0.00046415888336127773,0.00046415888336127773,2.9491211940012607
DV-QRC,Global,3,0.00046415888336127773,0.001,2.9347277203387456
DV-QRC,Global,3,0.00046415888336127773,0.0021544346900318821,2.9022571048776724
DV-QRC,Global,3,0.00046415888336127773,0.0046415888336127772,2.853878549239564
DV-QRC,Global,3,0.00046415888336127773,0.01,2.7852776528233236
DV-QRC,Global,3,0.00046415888336127773,0.021544346900318822,2.6976843616782968
DV-QRC,Global,3,0.00046415888336127773,0.046415888336127774,2.6175152324292705
DV-QRC,Global,3,0.00046415888336127773,0.10000000000000001,2.5266472235636455
DV-QRC,Global,3,0.00046415888336127773,0.21544346900318823,2.3386448876800769
DV-QRC,Global,3,0.00046415888336127773,0.46415888336127725,1.9291727185470744
DV-QRC,Global,3,0.00046415888336127773,1,1.6874225902497186
DV-QRC,Global,3,0.00046415888336127773,2.154434690031882,1.5024239700969737
DV-QRC,Global,3,0.00046415888336127773,4.6415888336127722,0.85487291326651815
DV-QRC,Global,3,0.00046415888336127773,10,0.69004323167912529
DV-QRC,Global,3,0.001,1.0000000000000001e-05,2.9509304897070585
DV-QRC,Global,3,0.001,2.1544346900318823e-05,2.9589950257077602
DV-QRC,Global,3,0.001,4.6415888336127818e-05,2.9664458376295504
DV-QRC,Global,3,0.001,0.0001,2.9778260019300342
DV-QRC,Global,3,0.001,0.00021544346900318823,2.9898250658239589
DV-QRC,Global,3,0.001,0.00046415888336127773,2.9991348940707514
DV-QRC,Global,3,0.001,0.001,3.0027498454774362
DV-QRC,Global,3,0.001,0.0021544346900318821,2.9959220887304845
DV-QRC,Global,3,0.001,0.0046415888336127772,2.9720708739074797
DV-QRC,Global,3,0.001,0.01,2.9307135317427164
DV-QRC,Global,3,0.001,0.021544346900318822,2.869440594293029
DV-QRC,Global,3,0.001,0.046415888336127774,2.7912370231471368
DV-QRC,Global,3,0.001,0.10000000000000001,2.703035202674072
DV-QRC,Global,3,0.001,0.21544346900318823,2.5623684782122211
DV-QRC,Global,3,0.001,0.46415888336127725,2.313947691204937
DV-QRC,Global,3,0.001,1,2.0237763866445033
DV-QRC,Global,3,0.001,2.154434690031882,1.82843064658887
DV-QRC,Global,3,0.001,4.6415888336127722,1.3653065535304194
DV-QRC,Global,3,0.001,10,1.0148156400411341
DV-QRC,Global,3,0.0021544346900318821,1.0000000000000001e-05,2.9569926050782076
DV-QRC,Global,3,0.0021544346900318821,2.1544346900318823e-05,2.9663103348238171
DV-QRC,Global,3,0.0021544346900318821,4.6415888336127818e-05,2.9847279684699397
DV-QRC,Global,3,0.0021544346900318821,0.0001,3.0050386961147488
DV-QRC,Global,3,0.0021544346900318821,0.00021544346900318823,3.0254430659016101
DV-QRC,Global,3,0.0021544346900318821,0.00046415888336127773,3.0585794504542965
DV-QRC,Global,3,0.0021544346900318821,0.001,3.0959822733192377
DV-QRC,Global,3,0.0021544346900318821,0.0021544346900318821,3.1233786721411749
DV-QRC,Global,3,0.0021544346900318821,0.0046415888336127772,3.1403491200521083
DV-QRC,Global,3,0.0021544346900318821,0.01,3.1366915601560406
DV-QRC,Global,3,0.0021544346900318821,0.021544346900318822,3.106143321467814
DV-QRC,Global,3,0.0021544346900318821,0.046415888336127774,3.0491228987850842
DV-QRC,Global,3,0.0021544346900318821,0.10000000000000001,2.968641122895487
DV-QRC,Global,3,0.0021544346900318821,0.21544346900318823,2.8792805872022407
DV-QRC,Global,3,0.0021544346900318821,0.46415888336127725,2.8143015448729578
DV-QRC,Global,3,0.0021544346900318821,1,2.6253472005871923
DV-QRC,Global,3,0.0021544346900318821,2.154434690031882,2.3995586056318889
DV-QRC,Global,3,0.0021544346900318821,4.6415888336127722,1.9187984549352777
DV-QRC,Global,3,0.0021544346900318821,10,1.4320694259668287
DV-QRC,Global,3,0.0046415888336127772,1.0000000000000001e-05,2.9727491973678291
DV-QRC,Global,3,0.0046415888336127772,2.1544346900318823e-05,2.9791035273343334
DV-QRC,Global,3,0.0046415888336127772,4.6415888336127818e-05,2.9897935313542172
DV-QRC,Global,3,0.0046415888336127772,0.0001,3.0153899035340719
DV-QRC,Global,3,0.0046415888336127772,0.00021544346900318823,3.0536767702366934
DV-QRC,Global,3,0.0046415888336127772,0.00046415888336127773,3.0912774491010326
DV-QRC,Global,3,0.0046415888336127772,0.001,3.1381339745412626
DV-QRC,Global,3,0.0046415888336127772,0.0021544346900318821,3.2026863919372777
DV-QRC,Global,3,0.0046415888336127772,0.0046415888336127772,3.2643753302945466
DV-QRC,Global,3,0.0046415888336127772,0.01,3.3124950962371855
DV-QRC,Global,3,0.0046415888336127772,0.021544346900318822,3.3241739182838339
DV-QRC,Global,3,0.0046415888336127772,0.046415888336127774,3.3062322154595214
DV-QRC,Global,3,0.0046415888336127772,0.10000000000000001,3.2493011671883898
DV-QRC,Global,3,0.0046415888336127772,0.21544346900318823,3.2105228597732691
DV-QRC,Global,3,0.0046415888336127772,0.46415888336127725,3.2331608159522554
DV-QRC,Global,3,0.0046415888336127772,1,3.2219630637138605
DV-QRC,Global,3,0.0046415888336127772,2.154434690031882,3.1577452129463648
DV-QRC,Global,3,0.0046415888336127772,4.6415888336127722,2.5535941710592152
DV-QRC,Global,3,0.0046415888336127772,10,2.0222114728165694
DV-QRC,Global,3,0.01,1.0000000000000001e-05,2.9782679352579562
DV-QRC,Global,3,0.01,2.1544346900318823e-05,2.9868651781517688
DV-QRC,Global,3,0.01,4.6415888336127818e-05,2.9999066244100998
DV-QRC,Global,3,0.01,0.0001,3.0154000136152979
DV-QRC,Global,3,0.01,0.00021544346900318823,3.0443690058983934
DV-QRC,Global,3,0.01,0.00046415888336127773,3.1014472053500999
DV-QRC,Global,3,0.01,0.001,3.1679947818053944
DV-QRC,Global,3,0.01,0.0021544346900318821,3.2328479021190182
DV-QRC,Global,3,0.01,0.0046415888336127772,3.3058336546602445
DV-QRC,Global,3,0.01,0.01,3.3718292831660954
DV-QRC,Global,3,0.01,0.021544346900318822,3.4250901071664677
DV-QRC,Global,3,0.01,0.046415888336127774,3.4449310696107114
DV-QRC,Global,3,0.01,0.10000000000000001,3.4472196546813487
DV-QRC,Global,3,0.01,0.21544346900318823,3.4428523065985259
DV-QRC,Global,3,0.01,0.46415888336127725,3.4942993989984097
DV-QRC,Global,3,0.01,1,3.6219684607553604
DV-QRC,Global,3,0.01,2.154434690031882,3.8268584578417655
DV-QRC,Global,3,0.01,4.6415888336127722,3.3219975851502968
DV-QRC,Global,3,0.01,10,2.4340903078954925
DV-QRC,Global,3,0.021544346900318822,1.0000000000000001e-05,2.9934402121200518
DV-QRC,Global,3,0.021544346900318822,2.1544346900318823e-05,2.9972886561501824
DV-QRC,Global,3,0.021544346900318822,4.6415888336127818e-05,3.0066148569514586
DV-QRC,Global,3,0.021544346900318822,0.0001,3.0235864021033643
DV-QRC,Global,3,0.021544346900318822,0.00021544346900318823,3.045842951778357
DV-QRC,Global,3,0.021544346900318822,0.00046415888336127773,3.0802425127911754
DV-QRC,Global,3,0.021544346900318822,0.001,3.1530688906213205
DV-QRC,Global,3,0.021544346900318822,0.0021544346900318821,3.2598123148360205
DV-QRC,Global,3,0.021544346900318822,0.0046415888336127772,3.3592272977915965
DV-QRC,Global,3,0.021544346900318822,0.01,3.4523751535125959
DV-QRC,Global,3,0.021544346900318822,0.021544346900318822,3.5289372311818425
DV-QRC,Global,3,0.021544346900318822,0.046415888336127774,3.5763500000544837
DV-QRC,Global,3,0.021544346900318822,0.10000000000000001,3.6294937014308313
DV-QRC,Global,3,0.021544346900318822,0.21544346900318823,3.6715909855871005
DV-QRC,Global,3,0.021544346900318822,0.46415888336127725,3.7965399556311685
DV-QRC,Global,3,0.021544346900318822,1,3.9660808615112124
DV-QRC,Global,3,0.021544346900318822,2.154434690031882,4.1552556745957743
DV-QRC,Global,3,0.021544346900318822,4.6415888336127722,3.9190561112182918
DV-QRC,Global,3,0.021544346900318822,10,3.1696811197806909
DV-QRC,Global,3,0.046415888336127774,1.0000000000000001e-05,3.009318376366203
DV-QRC,Global,3,0.046415888336127774,2.1544346900318823e-05,3.0159761504932496
DV-QRC,Global,3,0.046415888336127774,4.6415888336127818e-05,3.0204298926456907
DV-QRC,Global,3,0.046415888336127774,0.0001,3.0294730578010438
DV-QRC,Global,3,0.046415888336127774,0.00021544346900318823,3.047269808225181
DV-QRC,Global,3,0.046415888336127774,0.00046415888336127773,3.072183369025836
DV-QRC,Global,3,0.046415888336127774,0.001,3.1117291181765547
DV-QRC,Global,3,0.046415888336127774,0.0021544346900318821,3.1893255164978687
DV-QRC,Global,3,0.046415888336127774,0.0046415888336127772,3.311024477221987
DV-QRC,Global,3,0.046415888336127774,0.01,3.4314832284608339
DV-QRC,Global,3,0.046415888336127774,0.021544346900318822,3.5444402199702778
DV-QRC,Global,3,0.046415888336127774,0.046415888336127774,3.6333010711489138
DV-QRC,Global,3,0.046415888336127774,0.10000000000000001,3.7109684165418511
DV-QRC,Global,3,0.046415888336127774,0.21544346900318823,3.8041665952304746
DV-QRC,Global,3,0.046415888336127774,0.46415888336127725,3.9880199312435174
DV-QRC,Global,3,0.046415888336127774,1,4.1702645278059833
DV-QRC,Global,3,0.046415888336127774,2.154434690031882,4.3275347279917682
DV-QRC,Global,3,0.046415888336127774,4.6415888336127722,4.0792694415394797
DV-QRC,Global,3,0.046415888336127774,10,3.7248961054850875
DV-QRC,Global,3,0.10000000000000001,1.0000000000000001e-05,2.9805931752885302
DV-QRC,Global,3,0.10000000000000001,2.1544346900318823e-05,2.9985278206073582
DV-QRC,Global,3,0.10000000000000001,4.6415888336127818e-05,3.013976292139803
DV-QRC,Global,3,0.10000000000000001,0.0001,3.0233116086096947
DV-QRC,Global,3,0.10000000000000001,0.00021544346900318823,3.0325528476567976
DV-QRC,Global,3,0.10000000000000001,0.00046415888336127773,3.0500144064836983
DV-QRC,Global,3,0.10000000000000001,0.001,3.0750523896627402
DV-QRC,Global,3,0.10000000000000001,0.0021544346900318821,3.1138632260675152
DV-QRC,Global,3,0.10000000000000001,0.0046415888336127772,3.1906962299714046
DV-QRC,Global,3,0.10000000000000001,0.01,3.3103620037285597
DV-QRC,Global,3,0.10000000000000001,0.021544346900318822,3.4355186818611498
DV-QRC,Global,3,0.10000000000000001,0.046415888336127774,3.549488061046735
DV-QRC,Global,3,0.10000000000000001,0.10000000000000001,3.6505929207191405
DV-QRC,Global,3,0.10000000000000001,0.21544346900318823,3.768403054844522
DV-QRC,Global,3,0.10000000000000001,0.46415888336127725,3.9793843329560374
DV-QRC,Global,3,0.10000000000000001,1,4.1797665314906221
DV-QRC,Global,3,0.10000000000000001,2.154434690031882,4.3502668642589448
DV-QRC,Global,3,0.10000000000000001,4.6415888336127722,4.0813445928932728
DV-QRC,Global,3,0.10000000000000001,10,3.7369673273041966
DV-QRC,Global,3,0.21544346900318823,1.0000000000000001e-05,2.9306238031213212
DV-QRC,Global,3,0.21544346900318823,2.1544346900318823e-05,2.9380213890371851
DV-QRC,Global,3,0.21544346900318823,4.6415888336127818e-05,2.9514908733002669
DV-QRC,Global,3,0.21544346900318823,0.0001,2.9683157518858394
DV-QRC,Global,3,0.21544346900318823,0.00021544346900318823,2.9833369274708175
DV-QRC,Global,3,0.21544346900318823,0.00046415888336127773,2.9951987229642598
DV-QRC,Global,3,0.21544346900318823,0.001,3.0119010131322344
DV-QRC,Global,3,0.21544346900318823,0.0021544346900318821,3.0361684158081901
DV-QRC,Global,3,0.21544346900318823,0.0046415888336127772,3.0737764577373432
DV-QRC,Global,3,0.21544346900318823,0.01,3.142088583463909
DV-QRC,Global,3,0.21544346900318823,0.021544346900318822,3.2508767212451382
DV-QRC,Global,3,0.21544346900318823,0.046415888336127774,3.3738015541460573
DV-QRC,Global,3,0.21544346900318823,0.10000000000000001,3.4955525860338601
DV-QRC,Global,3,0.21544346900318823,0.21544346900318823,3.625962077108468
DV-QRC,Global,3,0.21544346900318823,0.46415888336127725,3.8168078300302994
DV-QRC,Global,3,0.21544346900318823,1,4.0125621929290958
DV-QRC,Global,3,0.21544346900318823,2.154434690031882,4.2177974921040207
DV-QRC,Global,3,0.21544346900318823,4.6415888336127722,3.9972016458668991
DV-QRC,Global,3,0.21544346900318823,10,3.5997971259348005
DV-QRC,Global,3,0.46415888336127775,1.0000000000000001e-05,2.8514364337135243
DV-QRC,Global,3,0.46415888336127775,2.1544346900318823e-05,2.8515543381565465
DV-QRC,Global,3,0.46415888336127775,4.6415888336127818e-05,2.8531046427296203
DV-QRC,Global,3,0.46415888336127775,0.0001,2.8599059998562226
DV-QRC,Global,3,0.46415888336127775,0.00021544346900318823,2.8708452709631938
DV-QRC,Global,3,0.46415888336127775,0.00046415888336127773,2.8842018032725103
DV-QRC,Global,3,0.46415888336127775,0.001,2.8983368149602518
DV-QRC,Global,3,0.46415888336127775,0.0021544346900318821,2.9152896900348275
DV-QRC,Global,3,0.46415888336127775,0.0046415888336127772,2.9378499178816306
DV-QRC,Global,3,0.46415888336127775,0.01,2.9699230543793544
DV-QRC,Global,3,0.46415888336127775,0.021544346900318822,3.0286846221735031
DV-QRC,Global,3,0.46415888336127775,0.046415888336127774,3.1155798409240201
DV-QRC,Global,3,0.46415888336127775,0.10000000000000001,3.2213364423253301
DV-QRC,Global,3,0.46415888336127775,0.21544346900318823,3.3397767783561427
DV-QRC,Global,3,0.46415888336127775,0.46415888336127725,3.4999790986438457
DV-QRC,Global,3,0.46415888336127775,1,3.7053483743163462
DV-QRC,Global,3,0.46415888336127775,2.154434690031882,3.8892681116370658
DV-QRC,Global,3,0.46415888336127775,4.6415888336127722,3.7202304077213322
DV-QRC,Global,3,0.46415888336127775,10,3.3096057663784864
DV-QRC,Global,3,1,1.0000000000000001e-05,2.6563908069744278
DV-QRC,Global,3,1,2.1544346900318823e-05,2.6561118543874693
DV-QRC,Global,3,1,4.6415888336127818e-05,2.6555946590718587
DV-QRC,Global,3,1,0.0001,2.6550220342830504
DV-QRC,Global,3,1,0.00021544346900318823,2.6567479232612308
DV-QRC,Global,3,1,0.00046415888336127773,2.6634238897203675
DV-QRC,Global,3,1,0.001,2.6743427537095994
DV-QRC,Global,3,1,0.0021544346900318821,2.68466034558049
DV-QRC,Global,3,1,0.0046415888336127772,2.6938099012105483
DV-QRC,Global,3,1,0.01,2.7104820683930693
DV-QRC,Global,3,1,0.021544346900318822,2.7362960386869459
DV-QRC,Global,3,1,0.046415888336127774,2.777930219083252
DV-QRC,Global,3,1,0.10000000000000001,2.8378200750328166
DV-QRC,Global,3,1,0.21544346900318823,2.9148704440785353
DV-QRC,Global,3,1,0.46415888336127725,3.0273556217870832
DV-QRC,Global,3,1,1,3.2191739136827646
DV-QRC,Global,3,1,2.154434690031882,3.3796359331005004
DV-QRC,Global,3,1,4.6415888336127722,3.2466348765819597
DV-QRC,Global,3,1,10,2.8703081554026553
CV-QRC,Local,6,0.0001,1.0000000000000001e-05,0
CV-QRC,Local,6,0.0001,2.1544346900318823e-05,0
CV-QRC,Local,6,0.0001,4.6415888336127818e-05,0
CV-QRC,Local,6,0.0001,0.0001,0
CV-QRC,Local,6,0.0001,0.00021544346900318823,0
CV-QRC,Local,6,0.0001,0.00046415888336127773,0
CV-QRC,Local,6,0.0001,0.001,0.097996849575278488
CV-QRC,Local,6,0.0001,0.0021544346900318821,0.63559718985311819
CV-QRC,Local,6,0.0001,0.0046415888336127772,0.84502333757543047
CV-QRC,Local,6,0.0001,0.01,0.94692585750053393
CV-QRC,Local,6,0.0001,0.021544346900318822,0.94925681805364071
CV-QRC,Local,6,0.0001,0.046415888336127774,0.94868136051534591
CV-QRC,Local,6,0.0001,0.10000000000000001,1.022947413563698
CV-QRC,Local,6,0.0001,0.21544346900318823,1.0792273836481507
CV-QRC,Local,6,0.0001,0.46415888336127725,2.0843814304899029
CV-QRC,Local,6,0.0001,1,2.7709596869589519
