model,encoding,gamma,encoding_strength,coupling_strength,C_mix
DV-QRC,Clustered,4,0.0046415888336127772,0.21544346900318823,2.5399655428645476
DV-QRC,Clustered,4,0.0046415888336127772,0.46415888336127725,2.6797633816831139
DV-QRC,Clustered,4,0.0046415888336127772,1,2.7734432940852987
DV-QRC,Clustered,4,0.0046415888336127772,2.154434690031882,2.6314426468829404
DV-QRC,Clustered,4,0.0046415888336127772,4.6415888336127722,2.1850860634830469
DV-QRC,Clustered,4,0.0046415888336127772,10,1.6932867665225897
DV-QRC,Clustered,4,0.01,1.0000000000000001e-05,0.26720519641431889
DV-QRC,Clustered,4,0.01,2.1544346900318823e-05,0.42361858100671379
DV-QRC,Clustered,4,0.01,4.6415888336127818e-05,0.62186602124838586
DV-QRC,Clustered,4,0.01,0.0001,0.88586532990469591
DV-QRC,Clustered,4,0.01,0.00021544346900318823,1.2143191866075955
DV-QRC,Clustered,4,0.01,0.00046415888336127773,1.5821853852581995
DV-QRC,Clustered,4,0.01,0.001,1.9631551299605736
DV-QRC,Clustered,4,0.01,0.0021544346900318821,2.2951738450343542
DV-QRC,Clustered,4,0.01,0.0046415888336127772,2.5489819778142477
DV-QRC,Clustered,4,0.01,0.01,2.7291694171806262
DV-QRC,Clustered,4,0.01,0.021544346900318822,2.8318364212712384
DV-QRC,Clustered,4,0.01,0.046415888336127774,2.8823649017718935
DV-QRC,Clustered,4,0.01,0.10000000000000001,2.9083704217474406
DV-QRC,Clustered,4,0.01,0.21544346900318823,2.8812758072757823
DV-QRC,Clustered,4,0.01,0.46415888336127725,3.1071802859512774
DV-QRC,Clustered,4,0.01,1,3.3452273170024376
DV-QRC,Clustered,4,0.01,2.154434690031882,3.3003983720727823
DV-QRC,Clustered,4,0.01,4.6415888336127722,2.8759436892872405
DV-QRC,Clustered,4,0.01,10,2.1264263306505504
DV-QRC,Clustered,4,0.021544346900318822,1.0000000000000001e-05,0.16478682449906321
